iid	model	creator	title	date	department
und:rr171v56027	Etd	Alison Elaine Adams	Subliminally Liminal: Aeschylus' <em>Agamemnon</em> Through the Lens of Transitional Space	2013-06-18	University of Notre Dame::College of Arts and Letters::Classics
und:rr171v56058	Etd	Elke Katrin Markert	Connective 1-dimensional euclidean field theories	2005-07-12	University of Notre Dame::College of Science::Mathematics
und:rr171v5606m	Etd	Daniel Jon McKaughan	Toward a Richer Vocabulary for Epistemic Attitudes: Mapping the Cognitive Landscape	2008-09-02	University of Notre Dame::Centers and Institutes::John J. Reilly Center for Science, Technology and Values
und:rr171v5610v	Etd	Alejandro Montecinos	Essay on Strategic Behavior of Heterogeneous Agents	2014-12-05	University of Notre Dame::College of Arts and Letters::Economics
und:rr171v5607z	Etd	Peter Philip Campbell	The Essence of War and Military Doctrine: Military Realism and US Army Warfighting Doctrine from 1960 to 2008	2014-08-06	University of Notre Dame::College of Arts and Letters::Political Science
und:rr171v5612j	Etd	Georgian Schiopu	Latinos in Chicago: Is Assimilation Rewarded in the Job Market?	2006-03-23	University of Notre Dame::College of Arts and Letters::Sociology
und:rr171v5613w	Etd	Hsiao-Shih Lee	seven kilograms	2010-12-09	University of Notre Dame::College of Arts and Letters::English
und:rr171v5627k	Etd	Katherine R. Comeau	Where Can I Find More Money?: How the Challenges of Fundraising Impact the Religious Identity of Faith-Based Organizations		University of Notre Dame::College of Arts and Letters::Sociology
und:rv042r3977q	Etd	Christopher Wells	Sacraments of the Incarnate Word: The Christological Form of the <i>Summa theologiae</i>	2009-03-27	University of Notre Dame::College of Arts and Letters::Theology
und:rv042r3989q	Etd	Craig Michael Nelson	Characterization of Danio Rerio Retinal Regeneration and the Role of TNF&#945;, Stat3, and Ascl1a During the Initiation of MÌ_ller Glia Proliferation	2012-09-05	University of Notre Dame::College of Engineering::Biological Sciences
und:rv042r39829	Etd	James Matthew Wilson	Catholic Modernism and the Irish "Avant-Garde"	2006-10-10	University of Notre Dame::College of Arts and Letters::English
und:rv042r3990x	Etd	Kerry Gerard	The Effects of Stream Restoration and Sediment Removal on Community Dynamics and Secondary Production Rates of Benthic Invertebrates in Juday Creek, Indiana	2008-11-04	University of Notre Dame::College of Engineering::Biological Sciences
und:rv042r3995n	Etd	Megan Vance	Evaluation of a Massive mNUMA Multicomputer with Graph Application Codesign	2010-12-13	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:rv042r3992m	Etd	Jessica Mikels-Carrasco	Media coverage of climate change and individual understanding of human/environment relations	2010-12-10	University of Notre Dame::College of Arts and Letters::Sociology
und:rv042r39991	Etd	Reid A. Johnson	Data Science for Imbalanced Data: Methods and Applications		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:rx913n22j5v	Etd	Omar Sami Dahi	Economic Development and South-South Trade	2008-07-16	University of Notre Dame::College of Arts and Letters::Economics
und:rx913n22j66	Etd	Qinxin Zhang	Near-field Scanning Microwave Microscopy and its Applications in Characterization of Dielectric Materials	2006-07-20	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:rx913n22j8w	Etd	David Gerardo Ortiz Canseco	The Relationship between Contentious Collective Action and State Repression: A Dynamic, Continuous-Time Model.	2008-07-18	University of Notre Dame::College of Arts and Letters::Sociology
und:rx913n22j1g	Etd	Jeremy Adam Montemarano	Bridging the Gap Between Science and Practice: A Study of a Protocol for CBT Dissemination and Implementation in a Community Mental Health Center	2011-09-30	University of Notre Dame::College of Arts and Letters::Psychology
und:rx913n22j2t	Etd	Gang Li	Constant Q-Curvature Metrics Near the Hyperbolic Metric	2013-05-01	University of Notre Dame::College of Science::Mathematics
und:rx913n22j4h	Etd	Kamilah Kiana Campbell	Home is What I Make It	2013-06-18	University of Notre Dame::College of Arts and Letters::Art, Art History, and Design
und:rx913n22j7j	Etd	Hai Lin	Robust Analysis and Synthesis of Uncertain Linear Hybrid Systems with Networked Control Applications	2006-08-16	University of Notre Dame::College of Engineering::Electrical Engineering
und:rx913n22k4t	Etd	Yonghui Chen	Using FPGA to Accelerate Monte Carlo Superposition Based Radiation Dose Calculation	2009-12-18	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:rx913n22m9v	Etd	Alexander Long	An Indirect Study of the Astrophysical 34Ar(α,p)37K Reaction and its Influence on Type-1 X-ray Burst Light Curves		University of Notre Dame::College of Science::Physics
und:rx913n22k7v	Etd	Sandra Botero	Courts that Matter: Judges, Litigants and the Politics of Rights Enforcement in Latin America		University of Notre Dame::College of Arts and Letters::Political Science
und:s1784j05s99	Etd	Chinmoy Nath	Theoretical and Laboratory Modeling of Turbulent Jets in Low Aspect Ratio Cavities	2014-03-28	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:s1784j05t0h	Etd	Cheolho Sim	Host Factors of the African Malaria Mosquito, Anopheles Gambiae In O'nyong Nyong Virus Replication	2008-07-18	University of Notre Dame::College of Engineering::Biological Sciences
und:s1784j05s8z	Etd	Ben Reinhard	"God's Lore and Worldly Law": Archbishop Wulfstan, his manuscripts, and the Institutes of Polity	2014-01-31	University of Notre Dame::Centers and Institutes::Medieval Institute
und:s1784j05t4w	Etd	Stacey Beth Scott	Examining Social Support in Adaptation to Widowhood: A Mixed Methods Approach	2010-10-04	University of Notre Dame::College of Arts and Letters::Psychology
und:s1784j05v46	Etd	Charles Leslie Penninger	An Investigation in the Cellular Mechanisms of Bone Remodeling using a Hybrid Cellular Automaton Approach	2010-12-14	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:s1784j05v15	Etd	Candice Yango Lumibao	Genetic Legacies of 10,000 Years of Environmental Changes on Forest Trees	2014-08-27	University of Notre Dame::College of Engineering::Biological Sciences
und:s1784j05v77	Etd	Nathaniel T. Hollingsworth	Constitutive Modeling and Damage Mechanics of the Annulus Fibrosus	2011-12-14	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:s1784j05v2h	Etd	Peter Wicks	Everything Is What It Is: Ethical Theory and the Language of Judgment	2010-12-10	University of Notre Dame::College of Arts and Letters::Philosophy
und:s1784j05v6w	Etd	Philip Damien Little	Online Algorithms for Dynamic Data and Query Shipping in Object Caching	2010-12-09	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:s4655d8934f	Etd	Andrew Mercer Deines	Environmental Change and Tradeoffs in Freshwater Ecosystem Services: Nile Tilapia (<em>Oreochromis niloticus</em>) Introduction to the Kafue River, Zambia	2013-05-09	University of Notre Dame::College of Engineering::Biological Sciences
und:s4655d89364	Etd	Michael Benjamin Cover	Lifting the Veil: 2 Corinthians 3:7-18 in Light of Jewish Homiletic and Commentary Traditions	2013-05-03	University of Notre Dame::College of Arts and Letters::Theology
und:s4655d8938t	Etd	Xiaohai Shi	Characterizing the Roles of Pitx3 and Foxe3 in Zebrafish Lens and Retina Development	2006-06-29	University of Notre Dame::College of Engineering::Biological Sciences
und:s4655d89395	Etd	Srinivas Sridharan	Implementing Scalable Locks and Barriers on Large-Scale Light-Weight Multithreaded Systems	2006-07-31	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:s4655d8937g	Etd	Jennifer M. Sexton	Subcloning and Partial Purification of Perchlorate Reductase from Dechloromonas aromatica RCB	2007-04-27	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:s4655d89333	Etd	June H Sun	Father Involvement Differences by Race in Fragile Families	2011-09-21	University of Notre Dame::College of Arts and Letters::Sociology
und:s4655d8941q	Etd	Daniel Robert Jackson	Birational maps of surfaces with invariant curves.	2007-10-08	University of Notre Dame::College of Science::Mathematics
und:s4655d8940c	Etd	Matthew Lynn Rissler	Stochastic Models of Collective Motion of Myxococcus xanthus	2008-08-25	University of Notre Dame::College of Science::Mathematics
und:s4655d8946f	Etd	Thomas Bradley Apker	Experimental Investigation and Modeling of Time Resolved Thrust of a Flapping Wing Aircraft	2010-02-22	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:s4655d89t0k	Etd	Jessica A. Brandwein	Threat, Risk, and Repression: Exploring State-Sponsored Political Violence from a Prospect Theory Approach		University of Notre Dame::College of Arts and Letters::Political Science
und:s7526972c0m	Etd	Fernando Antonio Garcia	Valuation of Chemical Operations Under Uncertainty	2015-01-16	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:s7526972c6p	Etd	Jarren Thomas Gonzales	The Acculturation Experience of International Graduate Students: A Qualitative Investigation	2006-12-21	University of Notre Dame::College of Arts and Letters::Psychology
und:s7526972c1z	Etd	Christopher John Hausmann	The Best Laid Plans: Bodies, Thwarted Objectives, Stubborn Inequalities and Unexpected Encounters	2008-04-04	University of Notre Dame::College of Arts and Letters::Sociology
und:s7526972d3z	Etd	Philip P Schonewill	Oscillatory Flow: Effect on Transverse Diffusivity and Inertial Migration of Particles and Bubbles	2008-08-27	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:s7526972d49	Etd	Amy Libardi	Tribological and Thermal Properties of Ionic Liquids	2013-06-03	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:s7526972d91	Etd	Anne B. McGinness	Atlantic Reformation: How Confessional Conflict Affected Brazilian Society, 1554-1654	2013-12-19	University of Notre Dame::College of Arts and Letters::History
und:s7526972d8p	Etd	William Benjamin Secunda	In the Shadow of the Eagle's Wings:  The Effects of Removal on the Unremoved Potawatomi	2009-02-17	University of Notre Dame::College of Arts and Letters::History
und:s7526972d60	Etd	Charles Thomas Strauss	Catholicism, Central America, and United States Politics During the Cold War, 1943-1988	2011-12-14	University of Notre Dame::College of Arts and Letters::History
und:s7526972g27	Etd	Lauren Squires	Dissecting the Anti-Vaccination Movement: Moving Beyond a Typical Dichotomy in Order to Understand Lifestyle Choice Non-Compliance		University of Notre Dame::College of Arts and Letters::Sociology
und:s7526973296	Etd	Olivia F. Cox	The Effects of Titanium Dioxide on Cell-Cell Contacts during <i>Xenopus</i> Embryogenesis and Targeted Depletion of SUMOylation in Cardiomyocytes of <i>Xenopus</i> Embryos		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:sb397655n30	Etd	Joseph E. Lammersfeld	Implementing Four-Dimensional Triangulations in CGAL	2011-01-04	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:sb397655n61	Etd	Jenica Abrudan	A First Glance at the <em>Phlebotomus papatasi</em> Transcriptome and Genome and Pipeline for Validating Predicted G-Coupled Protein Receptors	2013-05-16	University of Notre Dame::College of Engineering::Biological Sciences
und:sb397655p08	Etd	Leon Scott Downing	The Hybrid Membrane Biofilm Process:  A Novel System for Achieving Nitrogen Removal from Wastewater	2008-06-30	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:sb397655n5p	Etd	Carlos Mariano Lisoni	Political Parties and Electoral Campaigns: Voter Mobilization Strategies in Argentine Provinces	2012-04-30	University of Notre Dame::College of Arts and Letters::Political Science
und:sb397655p1m	Etd	Natalia Maria Imperatori-Lee	The Use of Marian Imagery in Catholic Ecclesiology Since Vatican II	2008-09-02	University of Notre Dame::College of Arts and Letters::Theology
und:sb397655n92	Etd	Joel Kirk	Potential Disturbance Interactions With a Single Igv in an F109 Turbofan Engine	2008-03-24	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:sb397655p2z	Etd	Edward J O'Neil	Synthesis and Study of Membrane Active Compounds	2010-12-08	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:sb397655n8q	Etd	Robert Anthony Perera	Examining Simultaneous Power in Structural Equation Modeling	2013-05-07	University of Notre Dame::College of Arts and Letters::Psychology
und:sb397655p6b	Etd	Ewa Misiolek	Efficient Algorithms for Simplifying Flow Networks	2003-12-23	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:sb397655p39	Etd	Samuel Landon Sanchez	The Intersection Of English Folk Song and Wind Band Composition of Gustav Holst, Ralph Vaughan Williams, and Percy Grainger	2011-01-05	University of Notre Dame::College of Arts and Letters::Music
und:sb397655q8b	Etd	Chen Qu	Structural Dynamics of Weak Polyelectrolytes in Aqueous Solution		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:sf268338x32	Etd	Baoyang Deng	Bifurcations and Symmetries of Optimal Solutions for Distributed Robotic Systems	2011-04-13	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:sf268338x2q	Etd	Nathan James Regola	Flockfs: A Moderated Collaboration System for Weakly Connected Workgroups	2009-01-19	University of Notre Dame::College of Engineering::Computer Science and Engineering
